Pak2,focal-adhesion
Pak3,focal-adhesion
Pak4,focal-adhesion
Pak7,focal-adhesion
Pak6,focal-adhesion
Mapk8,focal-adhesion
Mapk9,focal-adhesion
Mapk10,focal-adhesion
Cav1,focal-adhesion
Cav2,focal-adhesion
Fyn,focal-adhesion
Nkd2,focal-adhesion
Nkd1,focal-adhesion
Cdh1,AJs
Ctnnb1,AJs
Ctnna1,AJs
Ctnna2,AJs
Ctnna3,AJs
Ctnnd1,AJs
Csnk2a1,AJs
Csnk2a2,AJs
Actn1,AJs
Actn4,AJs
Tjp1,AJs
Vcl,AJs
Lmo7,AJs
Ssx2ip,AJs
Sorbs1,AJs
Nectin1,AJs
Farp2,AJs
Src,AJs
Pard3,AJs
Cdc42,AJs
Rac1,AJs
Was,AJs
Wasl,AJs
Iqgap1,AJs
Baiap2,AJs
Wasf2,AJs
Ptprm,AJs
Ptprb,AJs
Ptprf,AJs
Ptpn1,AJs
Ptpn6,AJs
Ptprj,AJs
Rhoa,AJs
4930544G11Rik,AJs
Afdn,AJs
Nectin1,AJs
Nectin2,AJs
Nectin3,AJs
Nectin4,AJs
Wnt2,Wnt
Wnt2b,Wnt
Wnt3,Wnt
Wnt3a,Wnt
Wnt4,Wnt
Wnt5a,Wnt
Wnt5b,Wnt
Wnt6,Wnt
Wnt7a,Wnt
Wnt7b,Wnt
Wnt8a,Wnt
Wnt8b,Wnt
Wnt9a,Wnt
Wnt9b,Wnt
Wnt10a,Wnt
Wnt10b,Wnt
Wnt11,Wnt
Wnt16,Wnt
Fzd1,Wnt
Fzd2,Wnt
Fzd3,Wnt
Fzd4,Wnt
Fzd5,Wnt
Fzd6,Wnt
Fzd7,Wnt
Fzd8,Wnt
Fzd9,Wnt
Fzd10,Wnt
Lrp5,Wnt
Lrp6,Wnt
Bambi,Wnt
Dvl1,Wnt
Dvl2,Wnt
Dvl3,Wnt
CTNNB1,Wnt
Csnk1e,Wnt
Tcf7,Wnt
Tcf7l1,Wnt
Tcf7l2,Wnt
Lef1,Wnt
Jun,Wnt
Wisp1,Wnt
Ppard,Wnt
Fosl1,Wnt
Atp2a1,Calcium
Atp2a2,Calcium
Stim1,Calcium
Stim2,Calcium
Orai1,Calcium
Orai2,Calcium
Orai3,Calcium
Ryr1,Calcium
Ryr2,Calcium
Ryr3,Calcium
Gnaq,Calcium
Gna11,Calcium
Gna14,Calcium
Gna15,Calcium
Itpr1,Calcium
Itpr2,Calcium
Itpr3,Calcium
Cacna1c,Calcium
Cacna1d,Calcium
Cacna1f,Calcium
Cacna1a,Calcium
Cacna1b,Calcium
Cacna1e,Calcium
Cacna1g,Calcium
Cacna1h,Calcium
Cacna1i,Calcium
Chrna7,Calcium
P2rx1,Calcium
P2rx2,Calcium
P2rx3,Calcium
P2rx4,Calcium
P2rx5,Calcium
P2rx7,Calcium
P2rx6,Calcium
Grin1,Calcium
Grin2c,Calcium
Grin2d,Calcium
Calm1,Calcium
Calm4,Calcium
Calm3,Calcium
Calm2,Calcium
Calml3,Calcium
Calm5,Calcium
Calml4,Calcium
Camk2d,Calcium
Camk2g,Calcium
Camk2b,Calcium
Camk2a,Calcium
Camk4,Calcium
Ppp3cc,Calcium
Ppp3ca,Calcium
Ppp3cb,Calcium
Ppp3r1,Calcium
Ptk2b,Calcium
Krt14,Cell-marker
Krt5,Cell-marker
Mt1,Cell-marker
Mt2,Cell-marker
Krt10,Cell-marker
Flg2,Cell-marker
Lor,Cell-marker
Sbsn,Cell-marker
Mt4,Cell-marker
Aqp3,Cell-marker
Krt79,Cell-marker
Sostdc1,Cell-marker
Lrig1,Cell-marker
Klk10,Cell-marker
Cryab,Cell-marker
Cst6,Cell-marker
Defb6,Cell-marker
Rbp1,Cell-marker
Krt17,Cell-marker
Cd44,Cell-marker
Lgr6,Cell-marker
Krt24,Cell-marker
Lgr5,Cell-marker
Postn,Cell-marker
Gli1,Cell-marker
lgr5,Cell-marker
Sox9,Cell-marker
Krt15,Cell-marker
CD34,Cell-marker
Krt6a,Cell-marker
Krt75,Cell-marker
Scd1,Cell-marker
Mgst1,Cell-marker
Ivl,Cell-marker
S100a6,Cell-marker
Krtdap,Cell-marker
Ccl27a,Cell-marker
Col17a1,Cell-marker
Apoe,Cell-marker
ptn,Cell-marker
Mt4,Cell-marker
