GeneID,Symbol
54342,Gnpnat1
27207,Rps11
20941,Svs4
243529,H1fx
233801,Acsm4
211484,Tsga10
121022,Mrps6
107271,Yars
77626,Smpd4
74998,Rab11fip2
56368,Cyb561d2
21639,Tcrg-V5
19654,Rbm6
108168314,H2-Pb
381695,N4bp2l2
233067,Lrfn3
213948,Atg9b
72823,Pard3b
67884,1810043G02Rik
67128,Ube2g1
66525,Timm50
66071,Ethe1
13098,Cyp2c39
621377,Aprt-ps
319899,Dock6
319822,Smyd4
224624,Rab40c
223691,Eif3l
210108,D130043K22Rik
69568,Vkorc1l1
68776,Taf11
67223,Rrp15
66213,Med7
56448,Cyp2d22
22718,Zfp60
432450,Nkain2
360216,Zranb1
329559,Zfp335
223696,Tomm22
76378,Ropn1
74120,Zfp263
70470,Rprd1b
67771,Arpc5
67486,Polr3g
67429,Nudcd1
66226,Trappc2
57912,Cdc42se1
52710,Slc52a2
380794,Ighg
244310,Dlgap2
74596,Cds1
320522,Bhlha9
268512,Slc26a11
228889,Ddx27
215418,Csrnp1
171207,Arhgap4
100088,Rcc1
99586,Dpyd
67733,Itgb3bp
15970,Ifna7
723898,Mir339
270106,Rpl13
232164,Paip2b
231841,Brat1
209558,Enpp3
170762,Nup155
107573,Tcrg-C1
100163,Pafah2
94044,Bcl2l13
71955,Ist1
67830,Rer1
66979,Pole4
66959,Dusp26
20703,Serpina1d
19111,Prl6a1
14701,Gng12
110798,H2-S
668253,Dleu2
244895,Peak1
103844,Inca1
99633,Adgrl2
72114,Zbed3
71468,Obox1
68202,Ndufa5
66705,Dnase1l2
17692,Msl3
14791,Emg1
111374,Mtv1
381686,Kpna7
330483,Ceacam16
270198,Pfkfb4
268449,Rpl23a
239134,Gucy1b2
226144,Erlin1
105348,Golm1
99712,Cept1
76246,Rtf1
75526,Eppin
68817,Ddi2
66237,Atp6v1g2
59012,Moxd1
30056,Timm9
22759,Zfp97
19331,Rab19
235779,Nlrp4g
751546,Mir374b
320982,Arl4c
266815,Mill1
77832,Tchp
67417,Ears2
54150,Rdh7
52700,Txndc17
23874,Farsb
14793,Cdca3
13089,Cyp2b13
244218,Ctf2
238386,Btbd7
232077,Foxi3
228536,Bahd1
216161,Sbno2
215494,Pomgnt2
109910,Zfp91
99237,Tm9sf4
93887,Pcdhb16
69305,Dcps
66046,Ndufb5
56503,Ankrd49
21379,Tbrg4
19862,Rnu6
18857,Pmp2
381511,Pdp1
170750,Xpnpep1
107975,Pacs1
93707,Pcdhgc4
73316,Calr3
72041,Alkbh4
26445,Psmb2
26439,Psg19
723877,Mir489
621269,Actg-ps1
230721,Pabpc4
217364,Engase
93709,Pcdhga1
77055,Krt76
68666,Svop
66978,Luc7l
66860,Tanc1
17147,Mageb3
62093,D11Mit14
246104,Rhbdl3
170765,Ripply3
170720,Card14
80880,Kank3
71951,Gpc2
70266,Kyat1
67778,Zfp639
26359,Anxa10
20401,Sh3bp1
17711,mt-Cytb
330470,Bsph1
244152,Tsku
224065,Uts2b
109857,Cbr3
83703,Dbr1
78339,Ttyh3
74044,Ttf2
73569,Vgll3
71538,Fbxo9
68861,1190002N15Rik
68421,Lmbrd1
226304,Npbwr1
104776,Aldh6a1
75869,Arl5b
74533,Gzf1
54127,Rps28
52840,Dbndd2
474332,Dnm3os
226139,Cox15
71840,Tekt4
66249,Pno1
27225,Ddx24
13025,Ctla2b
101488143,Hbb-bt
320974,Lrrn4
244891,Scaper
242557,Atg4c
237782,Smcr8
234353,Psd3
107250,Kazald1
74340,Ahcyl2
74197,Gtf2e1
69821,Mterf4
67685,Dyx1c1
54644,Otud5
27425,Atp5l
22717,Zfp59
19342,Rab4b
13667,Eif2b4
107689,Pet1
387183,Mir188
378460,Pram1
269261,Rpl12
246710,Rhobtb2
243897,Ggn
217695,Zfyve1
75533,Nme5
71881,Apmap
68944,Tmco1
64658,Mrps25
56874,Rnf32
54613,St3gal6
317755,Zar1
270672,Map3k15
245446,Slitrk4
228869,Ncoa5
106143,Cggbp1
84652,Fam126a
67701,Wfdc2
67529,Fgfr1op2
66352,Blzf1
16671,Krt33b
62067,D10Mit42
191577,cir
217305,Cd300ld
104886,Rab15
84113,Ptov1
70110,Ifi35
69608,Sec24d
67160,Eef1g
66873,Tril
353371,Oxct2b
245945,Rbm47
237211,Fancb
215654,Cdh12
79201,Tnfrsf23
76654,Upp2
68209,Rnaseh2c
67573,Loxl4
63872,Zfp296
58887,Repin1
58170,Asic5
29845,Olfr155
117223,pogo
112304,Par1
214290,Tut7
99543,Olfml3
74335,Xrcc3
72175,Mfsd8
70676,Gulp1
67207,Lsm1
66201,Vta1
52377,Rcn3
19895,Rpia
13137,Cd55b
11834,Aqr
11566,Adss
100503605,Hbb-bs
353190,Edc3
269181,Mgat4a
227102,Ormdl1
98402,Sh3bp4
93893,Pcdhb22
71869,Serpinb12
69036,Zg16
68750,Rreb1
22758,Zscan12
12939,Pcdha7
11766,Ap1g2
329003,Zfp516
278672,Duxbl1
224617,Tbc1d24
170741,Pilrb1
116940,Tgs1
67464,Entpd4
64099,Parvg
22646,Zfp105
21632,Tcrg-V1
19193,Pipox
14710,Gngt2
62269,D19Mit19
27844,DXSmh141
654362,Fbxw7as1
381783,Igkv5-43
216154,Med16
78933,Agbl4
67488,Calcoco1
56857,Slc37a2
16675,Krt27
446099,Nlrp4e
320360,Ric3
231760,Rimbp2
170834,Oosp1
140723,Cacng5
103149,Upb1
68929,Mospd3
52009,Jpt2
13185,Vps26c
232157,Mob1a
192197,Bcas3
73139,Cenpv
70369,Bag5
68095,Ociad1
67247,2-Mar
30055,Timm13
26940,Ecsit
23925,Kel
16673,Krt36
55940,D2Mit19
387172,Mir154
217517,Stxbp6
216565,Ehbp1
216156,Wdr18
213649,Arhgef19
70804,Pgrmc2
67949,Nifk
67861,Akr1b10
57808,Rpl35a
57357,Srd5a3
27368,Tbl2
22169,Cmpk2
85038,D2Mit9
232560,Caprin2
192653,Ttc36
80911,Acox3
80902,Zfp202
78330,Ndufv3
74468,Hyal5
72193,Scaf11
272381,Lrrc4b
228598,Ebf4
71718,Telo2
67564,Tmem35a
55946,Ap3m1
50784,Plpp2
107835,Idd6
100043688,Amy2a2
100043686,Amy2a3
100043684,Amy2a4
329679,Fnip2
239420,Csmd3
231050,Galnt11
214952,Rhot2
67445,C1qtnf4
54357,Epb41l4b
27281,Hrasls
20832,Ssr4
62124,D13Mit13
546049,C330021F23Rik
407823,Baz2b
280408,Rilp
213452,Dstyk
212398,Frat2
118449,Synpo2
106344,Rfc4
76487,Ppp1r3g
66413,Psmd6
66307,Isoc1
56471,Stmn4
54399,Bet1l
14525,Gcsam
110713,Idd11
396184,Flrt1
192190,Pkhd1l1
76161,Lamp5
71703,Armcx3
71132,Cabyr
70675,Vcpip1
68083,Pak1ip1
64136,Sdf2l1
18130,Ints6
60757,D2Mit52
217869,Eif5
113852,Vmn1r50
83965,Enpp5
81003,Trim23
72931,Swi5
71521,Pds5a
68089,Arpc4
66997,Psmd12
58864,Tssk3
13706,Cela2a
100043034,Rex2
723852,Mir363
653016,Mymx
330171,Kctd10
245616,Kir3dl1
235682,Zfp445
226154,Lzts2
219257,Pcdh20
217653,Mis18bp1
216152,Plppr3
77853,Msl2
72831,Dhx30
69047,Atp2c2
66743,Rnf220
66468,Ska1
64050,Yeats4
13680,Ddx19a
381983,Lmtk3
216144,Vmn2r81
211612,Ptchd1
209513,Taar4
77057,Ston1
67727,Stx17
56277,Tmem45a
53332,Mtmr1
317653,Klk14
241196,Serpinb13
235633,Als2cl
235582,Glyctk
74016,Phf19
71767,Tysnd1
71765,Klhdc3
69852,Tcf23
67096,Mmachc
66884,Appbp2
66292,Mrps21
57741,Noc2l
50795,Sh3bgr
11778,Ap3s2
16121,Igk-V4
432729,Tcrg-C
232934,Mypop
232237,Fgd5
216134,Pdxk
76877,Rab36
75580,Zbtb4
72930,Ppp2r2b
72685,Dnajc6
72459,Htatsf1
70358,Steap1
70065,Ankrd60
54392,Ncapg
21787,Tfg
20318,Sdf4
17752,Mt4
14291,Fpr-rs4
60725,DXMit26
270152,Jaml
245532,Awat2
107686,Snrpd2
75140,Slxl1
74091,Npl
72330,Klhl40
53617,Krt35
20021,Polr2c
100124488,Mir511
268706,Slc38a9
239122,Setdb2
231798,Lrch4
227622,Paxx
214425,Cilp
110958,M1ap
74841,Usp38
74111,Rbm19
70408,Polr3f
66262,Ing5
66246,Osgep
64113,Moap1
58214,Cst10
53973,Cyp3a41a
53604,Zpbp
30935,Tor3a
22654,Zfp13
13586,Ear1
107966128,Rer
110153,Vis1
277939,C2cd3
267019,Rps15a
226562,Prrc2c
209027,Pycr1
207615,Wdr37
140500,Acap3
107849,Prl2c5
78910,Asb15
77219,Ptgr2
76857,Spopl
75178,Meiob
74549,Mau2
74549,Mau2
67035,Dnajb4
50935,St6galnac6
21763,Tex2
20708,Serpinb6b
100503199,5430416N02Rik
237898,Usp32
225896,Ubxn1
170935,Grid2ip
106369,Ypel1
98376,Gorab
76829,Dok5
76130,Las1l
75847,Ispd
71790,Anxa9
70294,Rnf126
70060,Spata3
69029,Smdt1
54369,Nme6
16543,Mdfic
11425,Apoc4
387342,Tas2r107
353237,Pcdhac2
241490,Rbm45
216874,Camta2
211550,Tifa
192160,Casc3
109108,Slc30a9
75563,Dnali1
74741,C2cd5
71679,Atp5h
68077,Nop53
67121,Mastl
56445,Dnaja2
54397,Ppt2
26961,Rpl8
20939,Sva
544696,Tbc1d32
327959,Xaf1
268882,Fbxo45
228731,Nkx2-4
212980,Slc45a3
208691,Eif5a2
114602,Zmynd10
77569,Limch1
70750,Kdsr
66948,Acad8
66712,Spesp1
66422,Dctpp1
27966,Rrp9
16980,Lrrn2
332397,Nanos1
277010,Marveld1
258923,Olfr1
192161,Pcdha9
110172,Slc35b1
110058,Syt17
109154,Mlec
93726,Rnase2a
68270,Dnaaf1
57316,C1d
56771,Med20
51938,Ccdc39
12055,Bcl7c
276950,Slfn8
271813,Agbl2
269536,Tex10
223669,Zfp7
140780,Bmp2k
108653,Rimklb
98053,Gtf2f1
78928,Pigt
72605,Car10
71177,Ints13
68705,Gtf2f2
67678,Lsm3
67143,Ikzf5
67116,Cuedc2
66212,Sec61b
60321,Wbp11
20863,Stfa3
16353,Ipw
19368,Raet1a
330119,Adamts3
280662,Afm
224024,Scarf2
217125,Samd14
69982,Spink2
67310,Prl8a9
56807,Scamp5
27366,Txnl4a
26938,St6galnac5
20018,Polr1d
61157,D12Mit37
245450,Slitrk2
237178,Ppef1
223527,Eny2
93708,Pcdhgc5
74770,Hhatl
73422,Prox2
70796,Zdhhc1
67073,Pi4k2b
66882,Bzw1
26446,Psmb3
22643,Zfp101
12348,Car11
243374,Gimap8
218461,Pde8b
216019,Hkdc1
214922,Slc39a2
83674,Cnnm1
75514,1700013H16Rik
74246,Gale
70977,Cabs1
68616,Gdpd3
67759,Plgrkt
67187,Zmynd19
67091,Trappc6a
30946,Abt1
30933,Tor2a
16613,Klk1b11
474145,Clec4a4
319710,Frmd6
239743,Klhl6
229731,Slc25a24
76438,Rftn1
69327,1700007K13Rik
69207,Srsf11
68818,Zfand2b
68070,Pdzd2
66647,Nsmce3
52428,Rhpn2
18828,Plscr2
100037282,Rsph3b
231214,Cc2d2a
195018,Zzef1
69137,Vstm5
67675,Cuta
66878,Riok3
22751,Zfp90
18601,Padi3
14709,Gng8
330406,B4galnt3
192185,Nadk
93690,Gpr45
77721,Mrps5
76425,Gid8
68653,Samm50
68626,Elac2
67331,Atp8b3
66899,Fip1l1
54159,Rnase2b
14426,Galnt4
12793,Cnih1
18729,Pira6
621968,Trbv1
435653,Fcrlb
387251,Mirlet7i
218476,Gcnt4
218232,Ptpdc1
211673,Arfgef1
209334,Gen1
102436,Lars2
77975,Tmem50b
74488,Lrrc15
74007,Btbd11
71865,Fbxo30
69684,Aarsd1
66469,Fam213b
63913,Fam129a
56488,Nxt1
50762,Fbxo6
381286,Serpinb3c
244864,Layn
234852,Chmp1a
207683,Igsf11
78248,Armcx1
75778,Them4
75396,Spp2
72640,Mex3a
56792,Stap1
56189,Prodh2
21754,Tesk1
19804,Rn5s
19729,Slc50a1
11781,Ap4m1
330695,Ctxn1
243420,Igkv1-135
226414,Dars
216821,Tmem11
109205,Sobp
78914,Nadsyn1
77264,Zfp142
67168,Lpar6
66350,Pla2g12a
64929,Scel
59028,Rcl1
57312,Mrps31
56388,Cyp3a25
19499,Rb(16.17)7Bnr
547431,Btnl2
282619,Sbsn
225895,Taf6l
213326,Scyl2
70069,H1fnt
67826,Snap47
67582,Slc25a26
67273,Ndufa10
64339,Fndc4
23955,Nek4
23922,Jtb
17232,Mcpt9
14894,Cfap20
109740,H1
665378,Gm7609
230793,Ahdc1
108857,Ankhd1
107770,Tm6sf2
71746,Rgl3
69634,Clybl
26895,Cops7b
22184,Zrsr2
18974,Pole2
14707,Gng5
14404,Gabre
100042784,Prdm11
432940,Otulin
227700,Sh3glb2
109270,Prr5
105670,Rcbtb2
75317,Parpbp
74522,Morc2a
72825,Mon1a
69745,Pold4
66152,Uqcr10
64705,Dpys
56538,Klk11
29866,Cabp2
24109,Ubl3
20321,Frrs1
15473,Rida
111372,Emv2
227867,Epc2
211446,Exoc3
100182,Akna
75472,Cfap126
74603,Cd200r3
74443,P4htm
71981,Tdrd12
68964,Ctc1
66863,Lztr1
66576,Uqcrh
66400,Alkbh7
54188,Cpsf4
235606,Apeh
234373,Sugp2
213272,Txndc2
192216,Tmem47
69714,Tfpt
67305,Gpx7
67097,Rps10
60322,Chst7
56282,Mrpl12
22688,Zfp26
14038,Wfdc18
791070,Mir744
338346,Gpr21
330010,Ttll10
238680,Cntnap3
226781,Slc30a10
171282,Acot4
94088,Trim6
78038,Mccc2
70967,Eva1c
70118,Srrd
69748,Aldh16a1
59014,Rrs1
56398,Chp1
14467,Nipsnap2
11630,Crybg1
106014248,Hbb-hs-62.5
232288,Frmd4b
230025,Prdm13
227738,Lrsam1
107035,Fbxo38
69564,Nmrk2
68981,Snrpa1
67456,Ergic2
56279,Fam69b
54170,Rragc
21341,Taf1c
216560,Wdpcp
210582,Coq10a
140629,Ubox5
114128,Laptm4b
76867,Rhbdd1
69527,Mrps9
68606,Ppm1f
67544,Fam120b
59288,Dctn5
57377,Mogs
27096,Trappc3
17763,Mtcp1
406217,Bex4
239037,Lrit1
219151,Scara3
218699,Pxk
117599,Helb
76400,Pbp2
75104,Mmd2
72344,Usp36
22691,Zscan2
245839,Gzmn
217265,Abca5
105594,Cphx1
72050,Kdelc1
66168,Grina
52530,Nhp2
20945,Svs6
19070,Mob4
17771,Tesmin
114737,Iba1
243771,Parp12
236312,Ifi209
212999,Tnpo2
207667,Skor1
191578,Helq
108995,Tbc1d10c
93746,Gprc5d
76858,Nlrp14
74132,Rnf6
67181,Ctdnep1
56409,Nudt3
27389,Dusp13
382034,Gse1
217980,Larp4b
98985,Clp1
74400,Zfp819
69232,Qrich1
69183,C1qtnf2
67381,Med4
50817,Capn15
19054,Ppp2r3d
14762,Gpr33
654812,Angptl7
433586,Maml3
320203,C130071C03Rik
229227,4932438A13Rik
103142,Rdh9
98221,Eif3m
94220,Cnnm4
81909,Zfpl1
76701,Ctrc
72391,Cdkn3
69587,Pcgf3
67525,Trim62
26442,Psma5
111539,Pmv19
723912,Mir382
244745,Dpy19l1
243874,Nlrp9b
216643,Gabrp
208990,Npb
93701,Pcdhgb4
69582,Plekhm2
69537,Dnase1l1
66467,Gtf2h5
59008,Anapc5
19703,Renbp
111667,Igh-VQ52
19500,Rb(16.17)7Bnr
381530,Mup20
271424,Ip6k3
271127,Adamts16
244418,Prag1
243659,Styk1
232337,Zfp637
227683,Coq4
217732,Cipc
93888,Pcdhb17
83563,Usp26
74760,Rab3il1
71323,Rassf8
67845,Rnf115
67622,Mxra7
66392,Prl2b1
57751,Rnf25
24087,Tll2
231042,Nupl2
227099,Pms1
218693,Paip1
103655,Sec14l4
72181,Nsun4
72103,Aplf
71640,Zfp949
70314,Rabep2
69702,Ndufaf1
67897,Rnmt
54364,Rpp30
22720,Zfp62
22670,Trim26
19027,Sypl
110673975,LOC110673975
330369,Fbxo41
242505,Rasef
108837,Ibtk
76773,Wdyhv1
75686,Nudt16
74511,Lrrc17
69863,Ttc39b
67505,Prl7c1
66966,Trit1
64453,Zfp280b
24067,Srp54a
18557,Cdk18
27262,Smok1
100038489,Apela
268709,Fam107a
239102,Zfhx2
233649,Cnga4
225266,Klhl14
224640,Lemd2
217826,Kcnk13
217031,Tada2a
76630,Stambpl1
27370,Rps26
26366,Ceacam10
17427,Mns1
14670,Gnl1
61217,D1Mit206
244562,Abcc12
233802,Thumpd1
208943,Myo5c
208760,Aqp12
107566,Arl2bp
103012,Firre
101351,Eogt
75695,Rilpl1
73721,1110017D15Rik
69836,Pla2g12b
69071,Tmem97
67043,Syap1
66257,Nicn1
56454,Aldh18a1
53893,Nudt5
11841,Arf2
245877,Map7d1
240084,Cchcr1
211660,Cspp1
107701,Sf3b4
98365,Slamf9
69299,Asb9
68572,Mrpl58
68196,Hsbp1
66394,Nosip
66154,Tmem14c
327978,Slfn5
319352,Pianp
245583,Tgif2lx1
226090,Ermp1
215653,Rassf2
170789,Acot8
80907,Lactb
69707,Iqcg
67674,Trmt112
64335,Svs3a
53619,Blcap
52708,Zfp410
28109,D10Wsu102e
24044,Scamp2
53622,Krt85
224691,Zfp472
216021,Stox1
78878,Ftx
76501,Commd9
74213,Rbm26
68292,Stt3b
67758,Aadac
66140,Ska2
59050,Nsa2
57773,Wdr4
19824,Trim10
18249,Obp1a
320706,Soga1
239739,Lamp3
226977,Actr1b
214854,Neurl3
212285,Arap2
210376,Mtmr9
110187,Scgb2b26
108946,Zzz3
75199,Rhox2a
72400,Pinx1
72090,Entpd8
71735,Lrwd1
70560,Wars2
68758,Abhd11
66109,Tspan13
66047,Mrpl54
63859,Impg1
28015,Polr2m
15397,Hoxa11os
735280,Mir675
723839,Mir323
331487,Uprt
225432,Rbm27
218100,Zfp322a
217944,Rapgef5
207425,Wdr11
192292,Nrbp1
170833,Hook2
103136,Pwp1
102371,Myzap
73192,Xpot
68099,Fam92a
66591,Mad2l1bp
100124689,Trbv24
665902,Zscan4f
245424,Gpr101
244071,Agbl1
231386,Ythdc1
224585,Zfp160
70823,Hmgxb4
68475,Ssna1
28084,Vps25
103712,6330403K07Rik
723906,Mir296
380709,Spata22
329251,Ppp1r12b
235441,Usp3
231991,Creb5
225887,Ndufs8
214575,Tdrd5
108673,Ccdc86
74528,Mgme1
74094,Tjap1
73218,Sppl2b
71934,Car13
69072,Ebna1bp2
68510,Ints1
26378,Decr2
268741,Tox4
240442,Adnp2
237253,Lrp11
230085,Phf24
214897,Csnk1g1
192289,Tmlhe
140904,Caln1
72047,Ddx42
66934,Dsn1
66290,Atp6v1g1
56176,Pigp
22757,Zkscan5
19370,Raet1c
384701,Usp17ld
380732,Milr1
228866,Pcif1
228033,Atp5g3
212276,Zfp748
209707,Lcorl
170761,Pdzd3
106894,Hmgxb3
66700,Chmp3
66180,P3h4
20918,Eif1
111379,Mtv3
100039206,Mup17
330502,Zfp82
227624,Rabl6
214424,Parp16
77781,Epm2aip1
68693,Hnrnpul2
68519,Eml1
68092,Ncbp2
67459,Nvl
433470,AA467197
329421,Myo3b
212032,Hk3
78514,Arhgap10
75612,Gns
71799,Ptcd1
67702,Rnf149
57432,Zc3h8
57370,B4galt3
56298,Atl2
229574,Flg2
100041932,Gm3579
110053,Dsi1
269470,Wdr3
246791,Obox3
232670,Tspan33
226541,Klhl20
214254,Nudt15
212996,Wbscr17
208169,Slc9c1
117148,Necab2
104799,Vipas39
100273,Osbpl9
78913,Ltn1
77305,Wdr82
77097,Tanc2
74665,Drc3
71817,Tmem50a
71206,Katnal2
68614,Letmd1
66477,Usmg5
66142,Cox7b
56046,Uqcc1
19018,Scand1
60713,D7Mit21
434769,Rhox10
330177,Taok3
321022,Cdv3
241452,Dhrs9
239318,Plcxd3
228677,Sptlc3
226982,Eif5b
223752,Gramd4
207777,Tspoap1
192652,Wdr81
78929,Polr3h
71769,Bbs10
69534,Avpi1
66930,Fank1
57248,Ly6i
22775,Zik1
735257,Mir467b
723976,Mir652
629860,Ighv1-12
434784,Ldoc1
319478,Cxxc4
235130,Adamts15
217310,Hid1
212547,Nepro
76954,St5
73683,Atg16l2
70611,Fbxo33
67095,Trak1
66715,Henmt1
56443,Arpc1a
17719,mt-Nd4
243755,Slc13a4
224023,Klhl22
216131,Trappc10
214663,Slc25a29
210998,Fam91a1
209378,Itih5
114570,Crip3
110012,Tpgs1
106582,Nrm
105855,Nckap1l
102115,Dohh
93689,Lmod1
83672,Sytl3
77254,Yif1b
74996,Usp47
72065,Rap2c
67610,Rspry1
67216,Mboat2
66594,Uqcr11
54561,Nap1l3
27967,Cherp
20480,Clpb
110712,Idd10
238393,Serpina3f
216363,Rab3ip
76815,Calcoco2
67199,Pfdn1
546071,Mast3
319713,Ablim3
227659,Slc2a6
100855,Tbc1d14
100609,Nsun5
75753,Klf17
73288,Vps50
71887,Ppm1j
71683,Gypc
71340,Riok1
14840,Gsg1
241915,Phc3
236537,Zfp352
109263,Rlf
106014,Fam19a5
72611,Zfp655
70009,Ssty2
67581,Tbc1d23
66541,Immp1l
60364,Donson
56462,Mtch1
22750,Zfp9
22147,Tuba3b
17434,Mocs2
72244,1600014C10Rik
100188919,Gm45915
320632,Snrnp200
260315,Nav3
235431,Coro2b
234542,Rtbdn
229499,Fcrl1
227695,Spout1
94254,Rcc1l
80291,Rilpl2
76788,Klhdc10
72754,Arhgef10l
68842,Tulp4
23829,C1ql1
53697,D6Nds4
545378,Sh2d1b2
320271,Scai
223254,Farp1
218236,Fam120a
209091,Ccnb3
192192,Shkbp1
170718,Idh3b
73247,Mrgbp
71820,Wdr34
71743,Coasy
69602,Otop3
69408,Dnajc17
68775,Atp6v1c2
60507,Qtrt1
19112,Prl8a6
16642,Klrc2
15939,Ier5
110072,Pad4
62266,D19Mit11.1
368204,Khdc1a
327799,Usp44
109323,C1qtnf7
105298,Epdr1
99349,Dnajc24
98956,Nat10
76479,Smndc1
75986,Agmat
74748,Slamf8
72201,Otud6b
70466,Ckap2l
70274,Ly6g6e
67246,Resf1
67102,D16Ertd472e
18302,Oit3
735266,Mir592
433485,Syndig1
329727,Dennd2c
232334,Vgll4
231382,Tmprss11d
227210,Ccnyl1
215113,Slc43a2
213262,Fstl5
209692,Dhtkd1
170728,Rtn4ip1
109079,Sephs1
98396,Slc41a1
94282,Sfxn5
76205,Stard3nl
70918,Nsun7
67468,Mmd
66910,Tmem107
66148,Dnajc15
14755,Pigq
14208,Ppm1g
60692,D1Mit7
407243,Tmem189
329919,Skint2
279766,Rhbdd3
245610,Nxf3
237860,Ssh2
227526,Cdnf
94092,Trim16
78618,Acap2
74519,Cyp2j9
73490,Mipol1
67379,Dedd2
66183,Sptssb
111416,Mtv14
382066,Prdm10
381776,Igkv2-112
319188,Hist1h2bp
238455,Macc1
231912,Katnal1
208431,Shroom4
114565,Zbtb21
76559,Atg2b
73412,Nme8
28295,D10Jhu81e
13481,Dpm2
223693,Tmem184b
217866,Cdc42bpb
78887,Sfi1
72759,Tmem135
71810,Ranbp3
68205,Urm1
57270,Olfr1508
54451,Cpsf3
22327,Vbp1
13998,Fgd6
11844,Arf5
61369,D4Mit203
100049549,Mir181d
319552,Spx
319151,Hist1h3e
240332,Slc6a7
215193,Diexf
213990,Agap3
108672,Zdhhc15
107732,Mrpl10
78004,Prr15
69083,Sult1c2
68592,Syf2
67398,Srpr
67367,Paxbp1
66935,Cir1
20973,Syngr2
17710,mt-Co3
16495,Kcna7
101202683,Dreh
382117,Tcaim
353328,Muc6
353109,Scgb2b23-ps
246190,Otoa
208146,Yeats2
98952,Fam102a
78416,Rnase6
78246,Phf23
74729,Setmar
74337,Palm3
71752,Gtf3c2
70240,Ufsp1
66855,Tcf25
66101,Ppih
53621,Cnot4
23986,Eci2
62065,D10Mit35a
331623,Bend3
107328,Trpt1
100061,Lrrc19
93704,Pcdhgb7
72308,Brf1
70799,Cep192
70616,Sugp1
69121,Chrdl2
244654,Mtss1l
231712,Trafd1
226757,Wdr26
105352,Dusp22
77767,Ermn
74174,Gtsf1
73674,Wdr75
70370,Fbln7
68995,Mcts1
68833,Pdcl3
68416,Sycn
66704,Rbm4b
66317,Wdr61
56846,Necab3
56369,Apip
19024,Ppfibp2
14911,Thumpd3
12943,Pcdha10
11974,Atp6v0e
723896,Mir324
232680,Cpa2
211429,Pla2g4b
111175,Pecr
74352,Zfp84
71834,Zbtb43
69046,Isca1
67959,Puf60
67684,Luc7l3
52686,Mettl2
20813,Srp14
20335,Sec61g
60978,D16Mit4
219114,Ska3
76281,Tax1bp3
71862,Gpr160
69241,Polr2d
69202,Ptms
67689,Aldh3b1
59042,Cope
30057,Timm8b
218639,Arl15
170707,Usp48
114713,Rasa2
93719,Ear6
93700,Pcdhgb2
77634,Snapc3
70351,Ppp4r1
57911,Gsdma
56784,Ralgapa1
12068,Bet1
319178,Hist1h2bb
272031,Plppr1
225028,Map4k3
107650,Pi4kb
78655,Eif3j1
75956,Srrm2
71712,Dram1
71446,Wrb
70129,Slc44a4
68598,Dnajc8
68121,Cep70
56050,Cyp39a1
21915,Dtymk
20234,Sbp
85040,DXMit4
170442,Bbox1
110333,Rmst
102632,Acad11
83492,Gsdmc
77065,Ints7
67855,Asprv1
67629,Spc24
57785,Rangrf
55934,Rp9
53602,Hpcal1
52588,Tspan14
22693,Zfp30
14227,Fkbp2
13236,Defa25
27949,D11Nds1
227731,Slc25a25
227648,Sec16a
140546,Eri3
105440,Kctd9
75687,Ripor1
71474,Ppp6r2
68845,Pih1d1
67615,Ube2r2
67457,Frmd8
67045,Riok2
66663,Uba5
56088,Psmg1
53418,B4galt2
52065,Mfhas1
109928,Rmcf
723911,Mir367
380855,Rsl1
224224,Impg2
192169,Ufsp2
110816,Pwp2
104271,Tex15
99730,Taf13
72179,Fbxl2
71213,Cage1
70325,Pigw
70235,Poc1a
27998,Exosc5
61370,D4Mit204
100049711,Mir292
382620,Tmed8
217379,Ubxn2a
207278,Fchsd2
99526,Usp53
80749,Lrfn1
76223,Agbl3
74320,Wdr33
73523,Pebp4
72003,Synpr
71927,Itfg1
67145,Tomm34
66892,Eif4e3
58875,Hibadh
27392,Pign
20706,Serpinb9b
20199,S100a5
353188,Adam32
338371,Endov
271849,Shc4
246293,Klhl8
236920,Stard8
214580,Pstk
214469,Fam168b
170759,Atp13a1
108912,Cdca2
97961,Nol12
94181,Nans
75212,Rnf121
74392,Specc1l
74125,Armc8
66772,Asb17
52717,Anapc16
21766,Tex261
111417,Mtv17
545474,Scrt2
545389,Cep170
387167,Mir149
338355,Fkbp15
246700,Defb19
241638,Lzts3
239606,Slc2a13
237806,Dnah9
229302,Tm4sf4
76338,Rab2b
74377,Hsf2bp
22755,Zfp93
18722,Pira1
15983,Ifrd2
214616,Spata5l1
271375,Cd200r2
258679,Olfr1440
234577,Cpne2
226255,Atrnl1
224794,Enpp4
170625,Snx18
114601,Ehbp1l1
104080,Nxph4
77619,Prelid2
72699,Lime1
70359,Gtpbp3
70359,Gtpbp3
69398,Cdhr4
66626,Cdip1
66241,Tmem9
57837,Eral1
57815,Spata5
54351,Elp5
27008,Micall1
723867,Mir434
627191,Syndig1l
545902,Ptprh
244219,Zfp668
234311,Ddx60
208198,Btbd2
101943,Sf3b3
77733,Rnf170
75296,Fgfr1op
70650,Zcchc8
69940,Exoc1
69810,Clec4b1
68052,Rps13
56541,Habp4
13824,Epb41l4a
12941,Pcdha5
223917,Krt79
219249,Tdrd3
216459,Myl6b
192196,Luc7l2
103677,Smg6
99683,Sec24b
77766,Elp4
